0,43.82,10.875,7.7676,0,24.815,1.6755,1.1968,0,8.6104,2.7192,1.9423,0,13.206,12.316,8.7972,0,-50,0,8.336
0,78.134,12.388,8.8488,0,83.778,9.8577,7.0411,0,57.519,16.561,11.829,0,53.721,28.321,20.229,0,-50,0,0
0,24.48,32.031,22.879,0,39.664,48.259,34.471,0,51.183,38.925,27.804,0,63.157,30.012,21.437,0,-50,0,17.522
0,9.7529,23.797,16.998,0,25.318,37.514,26.796,0,42.583,41.074,29.338,0,63.707,23.924,17.089,0,-38.385,0,0
0,32.545,0.66744,0.47677,0,28.85,21.319,15.227,0,51.498,12.62,9.0143,0,69.23,0.17087,0.12205,0,-50,0,28.673
0,19.631,18.166,12.976,0,28.414,27.71,19.793,0,41.177,29.196,20.855,0,49.41,25.086,17.919,0,-44.59,0,15.509
0,35.649,20.075,14.339,0,47.63,24.215,17.297,0,67.357,27.211,19.437,0,77.103,7.9028,5.6447,0,-50,0,81.434
0,31.955,20.859,14.899,0,37.431,30.613,21.866,0,48.284,24.703,17.645,0,51.475,26.938,19.241,0,-29.596,0,85.21
0,58.637,10.016,7.154,0,66.377,7.9211,5.6579,0,38.939,14.183,10.13,0,36.909,11.058,7.8982,0,-50,0,0
0,38.16,1.3781,0.9844,0,41.771,5.6586,4.0419,0,33.317,8.8533,6.3237,0,31.809,7.9418,5.6729,0,-50,0,0
0,43.288,13.03,9.3071,0,55.051,9.7867,6.9901,0,36.542,13.436,9.5976,0,34.693,13.202,9.4297,0,-50,0,63.919
0,11.3,18.252,13.037,0,25.466,33.988,24.277,0,29.854,22.024,15.732,0,21.671,2.8135,2.0096,0,-37.865,0,7.8226
0,19.204,17.662,12.615,0,30.866,31.736,22.669,0,31.83,20.491,14.637,0,21.343,3.6101,2.5787,0,-34.83,0,0
0,31.255,0.62544,0.44674,0,36.662,10.214,7.2955,0,21.909,31.106,22.219,0,23.366,30.508,21.791,0,-7.2823,0,0
0,17.381,3.5456,2.5326,0,21.324,11.441,8.1721,0,16.125,26.594,18.995,0,20.492,27.843,19.889,0,-6.7208,0,52.532
0,35.581,2.7372,1.9552,0,44.112,4.6695,3.3354,0,38.677,25.855,18.468,0,28.663,28.894,20.639,0,-24.469,0,29.125
0,29.575,0.4833,0.34521,0,40.686,25.22,18.014,0,40.903,23.382,16.702,0,46.794,26.07,18.621,0,-25.018,0,86.007
0,18.468,2.7313,1.9509,0,11.919,17.743,12.674,0,18.024,16.584,11.846,0,36.204,16.304,11.645,0,-24.076,0,53.281
0,40.585,3.646,2.6043,0,54.845,14.29,10.207,0,42.67,14.338,10.242,0,34.451,23.343,16.674,0,-18.586,0,21.519
0,40.581,8.2844,5.9175,0,45.226,16.251,11.608,0,12.437,25.697,18.355,0,8.2621,45.531,32.522,0,-50,0,0
0,42.198,6.4824,4.6305,0,50.896,8.8476,6.3197,0,34.541,20.42,14.586,0,25.001,36.613,26.152,0,-50,0,18.669
0,19.303,3.0579,2.1842,0,18,26.014,18.581,0,37.907,34.841,24.886,0,48.097,34.206,24.433,0,-19.187,0,0
0,16.286,9.1329,6.5237,0,32.78,26.706,19.075,0,34.251,33.828,24.163,0,40.077,35.081,25.058,0,-38.598,0,38.153
0,12.302,0.65168,0.46549,0,13.048,23.682,16.916,0,37.118,15.099,10.785,0,49.88,5.0789,3.6277,0,-32.384,0,0
0,9.836,0.29212,0.20867,0,2.0694,35.004,25.003,0,36.214,31.176,22.269,0,46.704,25.722,18.373,0,-50,0,29.36
0,11.254,12.218,8.7273,0,27.436,34.635,24.739,0,56.566,33.812,24.151,0,64.567,28.937,20.669,0,-47.293,0,0
0,34.112,34.199,24.428,0,32.461,29.772,21.266,0,27.033,45.117,32.227,0,44.76,33.146,23.676,0,-40.033,0,31.41
0,43.206,37.702,26.93,0,37.899,37.155,26.539,0,38.474,41.106,29.361,0,43.012,45.92,32.8,0,-50,0,0
0,48.383,36.038,25.741,0,54.128,30.846,22.033,0,45.909,40.976,29.268,0,48.943,44.751,31.965,0,-41.733,0,29.759
0,13.765,6.8549,4.8964,0,16.446,1.1679,0.83423,0,11.145,20.325,14.518,0,8.3875,11.206,8.0042,0,-34.632,0,11.962
0,49.069,9.9454,7.1035,0,42.248,11.212,8.0082,0,19.219,18.205,13.004,0,23.586,16.86,12.043,0,-50,0,8.7691
0,37.989,2.7533,1.9667,0,32.043,12.482,8.9158,0,18.666,5.9662,4.2614,0,20.614,4.8935,3.4954,0,-39,0,15.384
0,19.685,15.234,10.881,0,10.444,37.407,26.719,0,11.044,25.253,18.038,0,31.275,19.058,13.613,0,-50,0,24.533
0,33.129,19.06,13.615,0,37.942,29.783,21.274,0,40.728,36.693,26.209,0,49.348,26.03,18.593,0,-50,0,7.7487
0,41.503,19.575,13.982,0,44.447,23.639,16.885,0,44.872,24.405,17.432,0,49.147,10.154,7.2525,0,-44.856,0,0
0,17.448,1.0415,0.74393,0,21.829,5.359,3.8279,0,21.603,23.483,16.773,0,26.995,9.7093,6.9351,0,-27.495,0,0
0,34.929,11.125,7.9464,0,29.616,6.1994,4.4282,0,18.486,9.7907,6.9935,0,21.998,0.37781,0.26985,0,-50,0,0
0,9.542,7.6627,5.4732,0,1.8588,23.456,16.754,0,28.78,31.226,22.304,0,57.846,6.0848,4.3463,0,-38.787,0,2.3643
0,19.685,3.0766,2.1976,0,14.257,14.999,10.713,0,11.698,6.7048,4.7892,0,53.322,0.17646,0.12604,0,-35.129,0,49.156
0,50.238,4.7828,3.4163,0,67.494,2.1139,1.5099,0,76.536,15.902,11.359,0,72.198,35.637,25.455,0,-44.696,0,29.929
0,32.212,3.8588,2.7563,0,47.09,0.63467,0.45331,0,35.697,3.2627,2.3304,0,29.127,8.6734,6.1954,0,-48.112,0,33.764
0,44.075,2.9618,2.1156,0,57.611,1.2496,0.89261,0,68.463,13.874,9.9099,0,69.007,36.073,25.767,0,-50,0,17.499
0,31.934,21.594,15.424,0,47.775,38.061,27.187,0,52.836,41.924,29.946,0,67.655,27.053,19.324,0,-49.848,0,0
0,33.178,34.194,24.424,0,41.314,50.07,35.765,0,48.789,52.202,37.288,0,74.513,28.25,20.179,0,-23,0,88.012
0,47.103,33.737,24.098,0,68.022,39.405,28.147,0,46.192,42.049,30.034,0,47.891,41.576,29.698,0,-45.45,0,83.079
0,28.403,15.747,11.247,0,42.834,27.056,19.326,0,57.336,25.477,18.198,0,73.247,3.3764,2.4117,0,-48.238,0,0
0,56.04,28.652,20.466,0,51.302,24.613,17.58,0,45.95,21.271,15.194,0,48.055,30.688,21.92,0,-47.469,0,0
0,54.027,14,9.9998,0,44.81,11.344,8.1028,0,31.674,23.801,17.001,0,44.441,11.144,7.9601,0,-50,0,24.448
0,49.061,8.6792,6.1994,0,47.883,18.132,12.951,0,37.593,25.921,18.515,0,43.61,9.526,6.8044,0,-50,0,40.608
0,27.522,12.728,9.0911,0,30.175,22,15.715,0,46.934,27.989,19.992,0,53.836,28.371,20.264,0,-50,0,0
0,29.314,15.145,10.818,0,32.777,34.458,24.613,0,37.575,22.948,16.392,0,52.717,11.461,8.1864,0,-50,0,32.396
0,19.437,13.141,9.3862,0,20.907,36.697,26.212,0,31.516,25.96,18.543,0,49.261,11.619,8.2993,0,-50,0,56.137
0,33.471,13.632,9.7374,0,27.269,34.394,24.567,0,26.868,25.71,18.364,0,40.541,8.8883,6.3489,0,-50,0,46.121
0,8.7943,13.926,9.9471,0,15.133,20.431,14.593,0,38.873,18.729,13.378,0,52.477,2.2388,1.5991,0,-11.483,0,11.326
0,18.574,3.7041,2.6457,0,19.644,15.445,11.032,0,36.545,28.141,20.101,0,49.728,1.9117,1.3655,0,-14.836,0,40.19
0,11.11,13.333,9.5237,0,15.37,20.566,14.691,0,35.003,15.058,10.756,0,50.392,6.2349,4.4535,0,-8.0541,0,17.143
0,10.073,16.456,11.755,0,19.915,33.524,23.946,0,45.448,38.837,27.741,0,60.035,22.355,15.968,0,-22.16,0,70.697
0,19.342,14.838,10.599,0,29.797,42.195,30.139,0,39.622,48.065,34.332,0,52.513,30.795,21.996,0,-21.13,0,86.769
0,17.829,14.47,10.336,0,44.869,36.656,26.183,0,58.012,39.234,28.025,0,71.792,20.763,14.831,0,-22.371,0,6.6222
0,55.356,34.778,24.841,0,64.578,34.279,24.485,0,51.334,31.449,22.463,0,59.565,40.014,28.581,0,-49.175,0,90.894
0,16.349,35.829,25.592,0,20.554,39.195,27.997,0,37.038,33.187,23.705,0,47.791,19.963,14.259,0,-34.927,0,54.166
0,17.376,32.648,23.32,0,48.197,22.651,16.179,0,65.495,21.3,15.215,0,77.888,7.5264,5.376,0,-34.822,0,0
0,9.4899,22.999,16.427,0,13.658,34.945,24.96,0,32.737,27.46,19.614,0,44.652,14.845,10.604,0,-33.185,0,0
0,24.956,30.042,21.459,0,32.572,41.256,29.468,0,43,38.33,27.379,0,49.543,27.915,19.94,0,-36.602,0,0
0,32.926,33.807,24.147,0,47.891,41.282,29.487,0,63.954,40.706,29.076,0,68.721,30.145,21.532,0,-39.587,0,48.172
0,37.542,23.574,16.839,0,42.762,37.615,26.868,0,50.479,41.733,29.809,0,49.835,24.932,17.809,0,-34.665,0,0
0,39.414,25.452,18.18,0,50.107,38.51,27.507,0,57.789,31.693,22.638,0,58.923,14.687,10.49,0,-29.547,0,61.816
0,31.591,33.606,24.005,0,40.194,43.289,30.921,0,40.852,41.765,29.832,0,45.248,15.739,11.241,0,-29.945,0,68.818
0,35.461,26.627,19.019,0,41.236,40.141,28.672,0,51.52,37.941,27.101,0,52.989,20.907,14.934,0,-30.994,0,0
0,10.198,27.72,19.8,0,9.2836,35.749,25.535,0,40.168,36.173,25.838,0,60.688,18.941,13.529,0,-31.127,0,70.411
0,39.298,30.029,21.45,0,44.182,38.04,27.172,0,43.015,44.004,31.431,0,51.11,41.233,29.453,0,-36.951,0,43.914
0,28.383,16.541,11.815,0,43.221,36.47,26.051,0,45.536,30.186,21.562,0,47.07,13.969,9.9781,0,-25.538,0,0
0,41.124,21.011,15.007,0,52.052,36.582,26.13,0,54.361,41.065,29.333,0,52.784,36.485,26.061,0,-35.812,0,0
0,49.83,27.037,19.313,0,57.777,39.87,28.479,0,55.307,46.391,33.136,0,52.464,48.284,34.489,0,-39.355,0,61.341
0,53.698,16.505,11.789,0,60.837,10.579,7.5562,0,47.645,12.193,8.7095,0,35.09,32.981,23.558,0,-47.88,0,0
0,28.388,19.318,13.799,0,32.139,22.558,16.113,0,16.409,20.45,14.608,0,11.681,39.269,28.049,0,-37.694,0,0
0,48.701,35.45,25.321,0,59.198,37.132,26.523,0,48.086,49.652,35.466,0,52.824,50.45,36.035,0,-23.315,0,18.986
0,49.383,34.17,24.407,0,63.478,31.763,22.688,0,66.142,50.283,35.916,0,79.372,46.542,33.244,0,-44.136,0,13.728
0,59.146,30.177,21.555,0,72.938,31.266,22.333,0,55.712,64.824,46.304,0,63.862,66.566,47.545,0,-30.27,0,17.923
0,10.652,23.868,17.049,0,19.532,47.197,33.712,0,35.605,49.822,35.588,0,47.704,34.709,24.792,0,-47.585,0,91.169
0,17.749,45.366,32.405,0,40.249,44.337,31.67,0,57.172,50.594,36.139,0,58.848,49.899,35.643,0,-48.492,0,40.017
0,22.194,0.82225,0.58734,0,22.487,7.3012,5.215,0,18.088,10.319,7.3705,0,21.909,8.9742,6.4103,0,-29.75,0,0
0,12.61,3.4321,2.4515,0,10.725,8.8012,6.2865,0,10.886,13.893,9.9231,0,19.759,2.4916,1.7797,0,-29.295,0,76.054
0,45.634,14.476,10.34,0,47.942,27.272,19.48,0,34.587,34.666,24.762,0,39.639,33.704,24.074,0,-37.399,0,0
0,36.62,25.147,17.962,0,37.762,39.331,28.093,0,34.74,39.963,28.545,0,27.252,48.303,34.502,0,-45.937,0,46.741
0,30.89,30.631,21.88,0,32.843,41.388,29.563,0,36.995,42.665,30.475,0,45.883,45.967,32.834,0,-50,0,26.706
0,42.766,29.687,21.207,0,58.803,30.735,21.953,0,51.833,36.399,26,0,47.712,52.917,37.799,0,-42.913,0,0
0,41.166,9.0619,6.4727,0,35.631,25.702,18.358,0,46.829,33.685,24.061,0,85.021,22.092,15.78,0,-50,0,43.443
0,58.997,29.276,20.912,0,54.862,46.162,32.973,0,59.301,40.074,28.624,0,60.023,13.054,9.3237,0,-28.981,0,0
